Type,Entry Time,Exit Time,Signal,Entry Price,Exit Price,Points,PnL INR,Net PnL %,Cumulative PnL INR,Cumulative PnL %,Holding Time
LONG,2017-04-28 13:20:00+05:30,2017-05-02 10:40:00+05:30,LONG,22281.2,22349.7,68.5,2055.0,1.37,279015.0,186.01,3 days 21:20:00
SHORT,2017-05-02 10:40:00+05:30,2017-05-03 13:30:00+05:30,SHORT,22349.7,22328.9,20.8,624.0,0.42,279639.0,186.43,1 days 02:50:00
LONG,2017-05-03 13:30:00+05:30,2017-05-05 11:55:00+05:30,LONG,22328.9,22693.95,365.05,10951.5,7.3,290590.5,193.73,1 days 22:25:00
SHORT,2017-05-05 11:55:00+05:30,2017-05-08 09:45:00+05:30,SHORT,22693.95,22733.95,-40.0,-1200.0,-0.8,289390.5,192.93,2 days 21:50:00
LONG,2017-05-08 09:45:00+05:30,2017-05-09 09:35:00+05:30,LONG,22733.95,22703.25,-30.7,-921.0,-0.61,288469.5,192.31,0 days 23:50:00
SHORT,2017-05-09 09:35:00+05:30,2017-05-09 13:10:00+05:30,SHORT,22703.25,22767.3,-64.05,-1921.5,-1.28,286548.0,191.03,0 days 03:35:00
LONG,2017-05-09 13:10:00+05:30,2017-05-11 13:20:00+05:30,LONG,22767.3,22869.65,102.35,3070.5,2.05,289618.5,193.08,2 days 00:10:00
SHORT,2017-05-11 13:20:00+05:30,2017-05-15 09:15:00+05:30,SHORT,22869.65,22790.0,79.65,2389.5,1.59,292008.0,194.67,3 days 19:55:00
LONG,2017-05-15 09:15:00+05:30,2017-05-15 12:50:00+05:30,LONG,22790.0,22781.7,-8.3,-249.0,-0.17,291759.0,194.51,0 days 03:35:00
SHORT,2017-05-15 12:50:00+05:30,2017-05-16 09:25:00+05:30,SHORT,22781.7,22877.2,-95.5,-2865.0,-1.91,288894.0,192.6,0 days 20:35:00
LONG,2017-05-16 09:25:00+05:30,2017-05-17 12:30:00+05:30,LONG,22877.2,22837.65,-39.55,-1186.5,-0.79,287707.5,191.8,1 days 03:05:00
SHORT,2017-05-17 12:30:00+05:30,2017-05-17 13:40:00+05:30,SHORT,22837.65,22958.35,-120.7,-3621.0,-2.41,284086.5,189.39,0 days 01:10:00
LONG,2017-05-17 13:40:00+05:30,2017-05-18 09:15:00+05:30,LONG,22958.35,22787.2,-171.15,-5134.5,-3.42,278952.0,185.97,0 days 19:35:00
SHORT,2017-05-18 09:15:00+05:30,2017-05-19 09:15:00+05:30,SHORT,22787.2,22808.9,-21.7,-651.0,-0.43,278301.0,185.53,1 days 00:00:00
LONG,2017-05-19 09:15:00+05:30,2017-05-19 11:45:00+05:30,LONG,22808.9,22731.8,-77.1,-2313.0,-1.54,275988.0,183.99,0 days 02:30:00
SHORT,2017-05-19 11:45:00+05:30,2017-05-22 09:15:00+05:30,SHORT,22731.8,22861.95,-130.15,-3904.5,-2.6,272083.5,181.39,2 days 21:30:00
LONG,2017-05-22 09:15:00+05:30,2017-05-22 13:10:00+05:30,LONG,22861.95,22728.8,-133.15,-3994.5,-2.66,268089.0,178.73,0 days 03:55:00
SHORT,2017-05-22 13:10:00+05:30,2017-05-23 13:05:00+05:30,SHORT,22728.8,22672.9,55.9,1677.0,1.12,269766.0,179.84,0 days 23:55:00
LONG,2017-05-23 13:05:00+05:30,2017-05-23 15:05:00+05:30,LONG,22672.9,22561.65,-111.25,-3337.5,-2.22,266428.5,177.62,0 days 02:00:00
SHORT,2017-05-23 15:05:00+05:30,2017-05-25 09:15:00+05:30,SHORT,22561.65,22622.9,-61.25,-1837.5,-1.23,264591.0,176.39,1 days 18:10:00
LONG,2017-05-25 09:15:00+05:30,2017-05-29 10:10:00+05:30,LONG,22622.9,23272.1,649.2,19476.0,12.98,284067.0,189.38,4 days 00:55:00
SHORT,2017-05-29 10:10:00+05:30,2017-05-30 09:30:00+05:30,SHORT,23272.1,23287.2,-15.1,-453.0,-0.3,283614.0,189.08,0 days 23:20:00
LONG,2017-05-30 09:30:00+05:30,2017-06-01 10:00:00+05:30,LONG,23287.2,23300.2,13.0,390.0,0.26,284004.0,189.34,2 days 00:30:00
SHORT,2017-06-01 10:00:00+05:30,2017-06-01 13:40:00+05:30,SHORT,23300.2,23322.4,-22.2,-666.0,-0.44,283338.0,188.89,0 days 03:40:00
LONG,2017-06-01 13:40:00+05:30,2017-06-06 12:20:00+05:30,LONG,23322.4,23405.0,82.6,2478.0,1.65,285816.0,190.54,4 days 22:40:00
SHORT,2017-06-06 12:20:00+05:30,2017-06-07 09:25:00+05:30,SHORT,23405.0,23468.3,-63.3,-1899.0,-1.27,283917.0,189.28,0 days 21:05:00
LONG,2017-06-07 09:25:00+05:30,2017-06-08 14:35:00+05:30,LONG,23468.3,23564.3,96.0,2880.0,1.92,286797.0,191.2,1 days 05:10:00
SHORT,2017-06-08 14:35:00+05:30,2017-06-09 13:10:00+05:30,SHORT,23564.3,23637.0,-72.7,-2181.0,-1.45,284616.0,189.74,0 days 22:35:00
LONG,2017-06-09 13:10:00+05:30,2017-06-12 09:20:00+05:30,LONG,23637.0,23600.3,-36.7,-1101.0,-0.73,283515.0,189.01,2 days 20:10:00
SHORT,2017-06-12 09:20:00+05:30,2017-06-13 09:20:00+05:30,SHORT,23600.3,23551.3,49.0,1470.0,0.98,284985.0,189.99,1 days 00:00:00
LONG,2017-06-13 09:20:00+05:30,2017-06-13 14:35:00+05:30,LONG,23551.3,23519.8,-31.5,-945.0,-0.63,284040.0,189.36,0 days 05:15:00
SHORT,2017-06-13 14:35:00+05:30,2017-06-14 12:45:00+05:30,SHORT,23519.8,23509.7,10.1,303.0,0.2,284343.0,189.56,0 days 22:10:00
LONG,2017-06-14 12:45:00+05:30,2017-06-15 09:15:00+05:30,LONG,23509.7,23441.6,-68.1,-2043.0,-1.36,282300.0,188.2,0 days 20:30:00
SHORT,2017-06-15 09:15:00+05:30,2017-06-16 09:15:00+05:30,SHORT,23441.6,23449.7,-8.1,-243.0,-0.16,282057.0,188.04,1 days 00:00:00
LONG,2017-06-16 09:15:00+05:30,2017-06-16 14:25:00+05:30,LONG,23449.7,23416.1,-33.6,-1008.0,-0.67,281049.0,187.37,0 days 05:10:00
SHORT,2017-06-16 14:25:00+05:30,2017-06-16 15:00:00+05:30,SHORT,23416.1,23504.0,-87.9,-2637.0,-1.76,278412.0,185.61,0 days 00:35:00
LONG,2017-06-16 15:00:00+05:30,2017-06-20 12:50:00+05:30,LONG,23504.0,23690.2,186.2,5586.0,3.72,283998.0,189.33,3 days 21:50:00
SHORT,2017-06-20 12:50:00+05:30,2017-06-21 14:10:00+05:30,SHORT,23690.2,23688.8,1.4,42.0,0.03,284040.0,189.36,1 days 01:20:00
LONG,2017-06-21 14:10:00+05:30,2017-06-22 14:20:00+05:30,LONG,23688.8,23792.45,103.65,3109.5,2.07,287149.5,191.43,1 days 00:10:00
SHORT,2017-06-22 14:20:00+05:30,2017-06-27 15:05:00+05:30,SHORT,23792.45,23229.9,562.55,16876.5,11.25,304026.0,202.68,5 days 00:45:00
LONG,2017-06-27 15:05:00+05:30,2017-06-28 13:05:00+05:30,LONG,23229.9,23204.05,-25.85,-775.5,-0.52,303250.5,202.17,0 days 22:00:00
SHORT,2017-06-28 13:05:00+05:30,2017-06-28 14:20:00+05:30,SHORT,23204.05,23269.9,-65.85,-1975.5,-1.32,301275.0,200.85,0 days 01:15:00
LONG,2017-06-28 14:20:00+05:30,2017-06-29 12:50:00+05:30,LONG,23269.9,23303.3,33.4,1002.0,0.67,302277.0,201.52,0 days 22:30:00
SHORT,2017-06-29 12:50:00+05:30,2017-06-30 12:10:00+05:30,SHORT,23303.3,23180.6,122.7,3681.0,2.45,305958.0,203.97,0 days 23:20:00
LONG,2017-06-30 12:10:00+05:30,2017-07-04 11:00:00+05:30,LONG,23180.6,23200.8,20.2,606.0,0.4,306564.0,204.38,3 days 22:50:00
SHORT,2017-07-04 11:00:00+05:30,2017-07-05 10:00:00+05:30,SHORT,23200.8,23289.65,-88.85,-2665.5,-1.78,303898.5,202.6,0 days 23:00:00
LONG,2017-07-05 10:00:00+05:30,2017-07-05 12:25:00+05:30,LONG,23289.65,23286.8,-2.85,-85.5,-0.06,303813.0,202.54,0 days 02:25:00
SHORT,2017-07-05 12:25:00+05:30,2017-07-05 15:15:00+05:30,SHORT,23286.8,23372.75,-85.95,-2578.5,-1.72,301234.5,200.82,0 days 02:50:00
LONG,2017-07-05 15:15:00+05:30,2017-07-06 15:10:00+05:30,LONG,23372.75,23457.15,84.4,2532.0,1.69,303766.5,202.51,0 days 23:55:00
SHORT,2017-07-06 15:10:00+05:30,2017-07-07 13:50:00+05:30,SHORT,23457.15,23485.85,-28.7,-861.0,-0.57,302905.5,201.94,0 days 22:40:00
LONG,2017-07-07 13:50:00+05:30,2017-07-10 12:40:00+05:30,LONG,23485.85,23570.45,84.6,2538.0,1.69,305443.5,203.63,2 days 22:50:00
SHORT,2017-07-10 12:40:00+05:30,2017-07-11 12:40:00+05:30,SHORT,23570.45,23724.75,-154.3,-4629.0,-3.09,300814.5,200.54,1 days 00:00:00
LONG,2017-07-11 12:40:00+05:30,2017-07-11 14:00:00+05:30,LONG,23724.75,23656.45,-68.3,-2049.0,-1.37,298765.5,199.18,0 days 01:20:00
SHORT,2017-07-11 14:00:00+05:30,2017-07-12 13:05:00+05:30,SHORT,23656.45,23623.15,33.3,999.0,0.67,299764.5,199.84,0 days 23:05:00
LONG,2017-07-12 13:05:00+05:30,2017-07-14 09:15:00+05:30,LONG,23623.15,23832.5,209.35,6280.5,4.19,306045.0,204.03,1 days 20:10:00
SHORT,2017-07-14 09:15:00+05:30,2017-07-14 11:55:00+05:30,SHORT,23832.5,23912.1,-79.6,-2388.0,-1.59,303657.0,202.44,0 days 02:40:00
LONG,2017-07-14 11:55:00+05:30,2017-07-18 14:45:00+05:30,LONG,23912.1,24037.4,125.3,3759.0,2.51,307416.0,204.94,4 days 02:50:00
SHORT,2017-07-18 14:45:00+05:30,2017-07-19 09:50:00+05:30,SHORT,24037.4,24124.05,-86.65,-2599.5,-1.73,304816.5,203.21,0 days 19:05:00
LONG,2017-07-19 09:50:00+05:30,2017-07-21 09:15:00+05:30,LONG,24124.05,24177.45,53.4,1602.0,1.07,306418.5,204.28,1 days 23:25:00
SHORT,2017-07-21 09:15:00+05:30,2017-07-21 14:15:00+05:30,SHORT,24177.45,24208.1,-30.65,-919.5,-0.61,305499.0,203.67,0 days 05:00:00
LONG,2017-07-21 14:15:00+05:30,2017-07-27 15:05:00+05:30,LONG,24208.1,24879.05,670.95,20128.5,13.42,325627.5,217.08,6 days 00:50:00
SHORT,2017-07-27 15:05:00+05:30,2017-07-28 15:00:00+05:30,SHORT,24879.05,24790.35,88.7,2661.0,1.77,328288.5,218.86,0 days 23:55:00
LONG,2017-07-28 15:00:00+05:30,2017-08-01 11:15:00+05:30,LONG,24790.35,25006.15,215.8,6474.0,4.32,334762.5,223.18,3 days 20:15:00
SHORT,2017-08-01 11:15:00+05:30,2017-08-01 15:05:00+05:30,SHORT,25006.15,25107.5,-101.35,-3040.5,-2.03,331722.0,221.15,0 days 03:50:00
LONG,2017-08-01 15:05:00+05:30,2017-08-02 14:30:00+05:30,LONG,25107.5,25068.35,-39.15,-1174.5,-0.78,330547.5,220.36,0 days 23:25:00
SHORT,2017-08-02 14:30:00+05:30,2017-08-04 13:40:00+05:30,SHORT,25068.35,24734.65,333.7,10011.0,6.67,340558.5,227.04,1 days 23:10:00
LONG,2017-08-04 13:40:00+05:30,2017-08-08 09:30:00+05:30,LONG,24734.65,24825.05,90.4,2712.0,1.81,343270.5,228.85,3 days 19:50:00
SHORT,2017-08-08 09:30:00+05:30,2017-08-09 14:35:00+05:30,SHORT,24825.05,24530.8,294.25,8827.5,5.88,352098.0,234.73,1 days 05:05:00
LONG,2017-08-09 14:35:00+05:30,2017-08-09 15:15:00+05:30,LONG,24530.8,24347.45,-183.35,-5500.5,-3.67,346597.5,231.06,0 days 00:40:00
SHORT,2017-08-09 15:15:00+05:30,2017-08-10 15:25:00+05:30,SHORT,24347.45,24276.7,70.75,2122.5,1.42,348720.0,232.48,1 days 00:10:00
LONG,2017-08-10 15:25:00+05:30,2017-08-11 09:15:00+05:30,LONG,24276.7,23981.45,-295.25,-8857.5,-5.9,339862.5,226.58,0 days 17:50:00
SHORT,2017-08-11 09:15:00+05:30,2017-08-14 09:25:00+05:30,SHORT,23981.45,24114.35,-132.9,-3987.0,-2.66,335875.5,223.92,3 days 00:10:00
LONG,2017-08-14 09:25:00+05:30,2017-08-14 15:20:00+05:30,LONG,24114.35,24089.8,-24.55,-736.5,-0.49,335139.0,223.43,0 days 05:55:00
SHORT,2017-08-14 15:20:00+05:30,2017-08-16 12:20:00+05:30,SHORT,24089.8,24071.0,18.8,564.0,0.38,335703.0,223.8,1 days 21:00:00
LONG,2017-08-16 12:20:00+05:30,2017-08-17 11:10:00+05:30,LONG,24071.0,24288.3,217.3,6519.0,4.35,342222.0,228.15,0 days 22:50:00
SHORT,2017-08-17 11:10:00+05:30,2017-08-21 09:15:00+05:30,SHORT,24288.3,24212.5,75.8,2274.0,1.52,344496.0,229.66,3 days 22:05:00
LONG,2017-08-21 09:15:00+05:30,2017-08-21 13:45:00+05:30,LONG,24212.5,24078.7,-133.8,-4014.0,-2.68,340482.0,226.99,0 days 04:30:00
SHORT,2017-08-21 13:45:00+05:30,2017-08-22 09:15:00+05:30,SHORT,24078.7,24069.3,9.4,282.0,0.19,340764.0,227.18,0 days 19:30:00
LONG,2017-08-22 09:15:00+05:30,2017-08-22 09:40:00+05:30,LONG,24069.3,23881.8,-187.5,-5625.0,-3.75,335139.0,223.43,0 days 00:25:00
SHORT,2017-08-22 09:40:00+05:30,2017-08-23 09:15:00+05:30,SHORT,23881.8,24084.35,-202.55,-6076.5,-4.05,329062.5,219.38,0 days 23:35:00
LONG,2017-08-23 09:15:00+05:30,2017-08-29 09:15:00+05:30,LONG,24084.35,24262.9,178.55,5356.5,3.57,334419.0,222.95,6 days 00:00:00
SHORT,2017-08-29 09:15:00+05:30,2017-08-30 09:15:00+05:30,SHORT,24262.9,24287.95,-25.05,-751.5,-0.5,333667.5,222.44,1 days 00:00:00
LONG,2017-08-30 09:15:00+05:30,2017-08-30 14:30:00+05:30,LONG,24287.95,24283.05,-4.9,-147.0,-0.1,333520.5,222.35,0 days 05:15:00
SHORT,2017-08-30 14:30:00+05:30,2017-08-31 12:30:00+05:30,SHORT,24283.05,24288.6,-5.55,-166.5,-0.11,333354.0,222.24,0 days 22:00:00
LONG,2017-08-31 12:30:00+05:30,2017-09-01 15:20:00+05:30,LONG,24288.6,24416.2,127.6,3828.0,2.55,337182.0,224.79,1 days 02:50:00
SHORT,2017-09-01 15:20:00+05:30,2017-09-05 09:20:00+05:30,SHORT,24416.2,24289.85,126.35,3790.5,2.53,340972.5,227.31,3 days 18:00:00
LONG,2017-09-05 09:20:00+05:30,2017-09-05 12:15:00+05:30,LONG,24289.85,24276.6,-13.25,-397.5,-0.26,340575.0,227.05,0 days 02:55:00
SHORT,2017-09-05 12:15:00+05:30,2017-09-05 14:15:00+05:30,SHORT,24276.6,24357.05,-80.45,-2413.5,-1.61,338161.5,225.44,0 days 02:00:00
LONG,2017-09-05 14:15:00+05:30,2017-09-06 09:15:00+05:30,LONG,24357.05,24189.8,-167.25,-5017.5,-3.34,333144.0,222.1,0 days 19:00:00
SHORT,2017-09-06 09:15:00+05:30,2017-09-06 13:00:00+05:30,SHORT,24189.8,24280.3,-90.5,-2715.0,-1.81,330429.0,220.29,0 days 03:45:00
LONG,2017-09-06 13:00:00+05:30,2017-09-07 15:20:00+05:30,LONG,24280.3,24277.15,-3.15,-94.5,-0.06,330334.5,220.22,1 days 02:20:00
SHORT,2017-09-07 15:20:00+05:30,2017-09-08 15:05:00+05:30,SHORT,24277.15,24393.8,-116.65,-3499.5,-2.33,326835.0,217.89,0 days 23:45:00
LONG,2017-09-08 15:05:00+05:30,2017-09-13 14:40:00+05:30,LONG,24393.8,24854.95,461.15,13834.5,9.22,340669.5,227.11,4 days 23:35:00
SHORT,2017-09-13 14:40:00+05:30,2017-09-14 09:30:00+05:30,SHORT,24854.95,24941.45,-86.5,-2595.0,-1.73,338074.5,225.38,0 days 18:50:00
LONG,2017-09-14 09:30:00+05:30,2017-09-15 09:20:00+05:30,LONG,24941.45,24863.2,-78.25,-2347.5,-1.57,335727.0,223.82,0 days 23:50:00
SHORT,2017-09-15 09:20:00+05:30,2017-09-15 14:30:00+05:30,SHORT,24863.2,24897.5,-34.3,-1029.0,-0.69,334698.0,223.13,0 days 05:10:00
LONG,2017-09-15 14:30:00+05:30,2017-09-19 09:15:00+05:30,LONG,24897.5,25033.05,135.55,4066.5,2.71,338764.5,225.84,3 days 18:45:00
SHORT,2017-09-19 09:15:00+05:30,2017-09-19 13:40:00+05:30,SHORT,25033.05,25069.55,-36.5,-1095.0,-0.73,337669.5,225.11,0 days 04:25:00
LONG,2017-09-19 13:40:00+05:30,2017-09-20 09:25:00+05:30,LONG,25069.55,25002.65,-66.9,-2007.0,-1.34,335662.5,223.78,0 days 19:45:00
SHORT,2017-09-20 09:25:00+05:30,2017-09-21 14:35:00+05:30,SHORT,25002.65,24828.35,174.3,5229.0,3.49,340891.5,227.26,1 days 05:10:00
LONG,2017-09-21 14:35:00+05:30,2017-09-22 09:15:00+05:30,LONG,24828.35,24568.35,-260.0,-7800.0,-5.2,333091.5,222.06,0 days 18:40:00
SHORT,2017-09-22 09:15:00+05:30,2017-09-25 14:50:00+05:30,SHORT,24568.35,24154.45,413.9,12417.0,8.28,345508.5,230.34,3 days 05:35:00
LONG,2017-09-25 14:50:00+05:30,2017-09-26 10:55:00+05:30,LONG,24154.45,24051.45,-103.0,-3090.0,-2.06,342418.5,228.28,0 days 20:05:00
SHORT,2017-09-26 10:55:00+05:30,2017-09-26 13:25:00+05:30,SHORT,24051.45,24130.7,-79.25,-2377.5,-1.58,340041.0,226.69,0 days 02:30:00
LONG,2017-09-26 13:25:00+05:30,2017-09-27 10:05:00+05:30,LONG,24130.7,24141.2,10.5,315.0,0.21,340356.0,226.9,0 days 20:40:00
SHORT,2017-09-27 10:05:00+05:30,2017-09-28 14:25:00+05:30,SHORT,24141.2,23816.1,325.1,9753.0,6.5,350109.0,233.41,1 days 04:20:00
LONG,2017-09-28 14:25:00+05:30,2017-09-29 14:30:00+05:30,LONG,23816.1,24114.1,298.0,8940.0,5.96,359049.0,239.37,1 days 00:05:00
SHORT,2017-09-29 14:30:00+05:30,2017-10-04 10:15:00+05:30,SHORT,24114.1,24155.75,-41.65,-1249.5,-0.83,357799.5,238.53,4 days 19:45:00
LONG,2017-10-04 10:15:00+05:30,2017-10-04 14:30:00+05:30,LONG,24155.75,24081.8,-73.95,-2218.5,-1.48,355581.0,237.05,0 days 04:15:00
SHORT,2017-10-04 14:30:00+05:30,2017-10-06 09:15:00+05:30,SHORT,24081.8,24168.9,-87.1,-2613.0,-1.74,352968.0,235.31,1 days 18:45:00
LONG,2017-10-06 09:15:00+05:30,2017-10-06 13:50:00+05:30,LONG,24168.9,24142.35,-26.55,-796.5,-0.53,352171.5,234.78,0 days 04:35:00
SHORT,2017-10-06 13:50:00+05:30,2017-10-09 09:25:00+05:30,SHORT,24142.35,24224.55,-82.2,-2466.0,-1.64,349705.5,233.14,2 days 19:35:00
LONG,2017-10-09 09:25:00+05:30,2017-10-09 12:25:00+05:30,LONG,24224.55,24195.65,-28.9,-867.0,-0.58,348838.5,232.56,0 days 03:00:00
SHORT,2017-10-09 12:25:00+05:30,2017-10-10 09:15:00+05:30,SHORT,24195.65,24311.15,-115.5,-3465.0,-2.31,345373.5,230.25,0 days 20:50:00
LONG,2017-10-10 09:15:00+05:30,2017-10-11 13:25:00+05:30,LONG,24311.15,24327.8,16.65,499.5,0.33,345873.0,230.58,1 days 04:10:00
SHORT,2017-10-11 13:25:00+05:30,2017-10-12 14:10:00+05:30,SHORT,24327.8,24178.35,149.45,4483.5,2.99,350356.5,233.57,1 days 00:45:00
LONG,2017-10-12 14:10:00+05:30,2017-10-13 15:25:00+05:30,LONG,24178.35,24662.85,484.5,14535.0,9.69,364891.5,243.26,1 days 01:15:00
SHORT,2017-10-13 15:25:00+05:30,2017-10-16 09:15:00+05:30,SHORT,24662.85,24835.1,-172.25,-5167.5,-3.44,359724.0,239.82,2 days 17:50:00
LONG,2017-10-16 09:15:00+05:30,2017-10-16 10:50:00+05:30,LONG,24835.1,24533.25,-301.85,-9055.5,-6.04,350668.5,233.78,0 days 01:35:00
SHORT,2017-10-16 10:50:00+05:30,2017-10-16 14:15:00+05:30,SHORT,24533.25,24743.5,-210.25,-6307.5,-4.2,344361.0,229.57,0 days 03:25:00
LONG,2017-10-16 14:15:00+05:30,2017-10-17 12:15:00+05:30,LONG,24743.5,24661.2,-82.3,-2469.0,-1.65,341892.0,227.93,0 days 22:00:00
SHORT,2017-10-17 12:15:00+05:30,2017-10-18 13:50:00+05:30,SHORT,24661.2,24369.75,291.45,8743.5,5.83,350635.5,233.76,1 days 01:35:00
LONG,2017-10-18 13:50:00+05:30,2017-10-18 15:05:00+05:30,LONG,24369.75,24297.75,-72.0,-2160.0,-1.44,348475.5,232.32,0 days 01:15:00
SHORT,2017-10-18 15:05:00+05:30,2017-10-23 15:05:00+05:30,SHORT,24297.75,24095.75,202.0,6060.0,4.04,354535.5,236.36,5 days 00:00:00
LONG,2017-10-23 15:05:00+05:30,2017-10-24 13:45:00+05:30,LONG,24095.75,24162.35,66.6,1998.0,1.33,356533.5,237.69,0 days 22:40:00
SHORT,2017-10-24 13:45:00+05:30,2017-10-25 09:15:00+05:30,SHORT,24162.35,24892.1,-729.75,-21892.5,-14.6,334641.0,223.09,0 days 19:30:00
LONG,2017-10-25 09:15:00+05:30,2017-10-26 10:25:00+05:30,LONG,24892.1,24922.1,30.0,900.0,0.6,335541.0,223.69,1 days 01:10:00
SHORT,2017-10-26 10:25:00+05:30,2017-10-27 14:05:00+05:30,SHORT,24922.1,24968.7,-46.6,-1398.0,-0.93,334143.0,222.76,1 days 03:40:00
LONG,2017-10-27 14:05:00+05:30,2017-10-27 15:00:00+05:30,LONG,24968.7,24862.4,-106.3,-3189.0,-2.13,330954.0,220.64,0 days 00:55:00
SHORT,2017-10-27 15:00:00+05:30,2017-10-30 09:40:00+05:30,SHORT,24862.4,25011.3,-148.9,-4467.0,-2.98,326487.0,217.66,2 days 18:40:00
LONG,2017-10-30 09:40:00+05:30,2017-11-02 11:55:00+05:30,LONG,25011.3,25493.75,482.45,14473.5,9.65,340960.5,227.31,3 days 02:15:00
SHORT,2017-11-02 11:55:00+05:30,2017-11-03 09:25:00+05:30,SHORT,25493.75,25523.85,-30.1,-903.0,-0.6,340057.5,226.7,0 days 21:30:00
LONG,2017-11-03 09:25:00+05:30,2017-11-06 14:25:00+05:30,LONG,25523.85,25579.5,55.65,1669.5,1.11,341727.0,227.82,3 days 05:00:00
SHORT,2017-11-06 14:25:00+05:30,2017-11-07 09:15:00+05:30,SHORT,25579.5,25655.5,-76.0,-2280.0,-1.52,339447.0,226.3,0 days 18:50:00
LONG,2017-11-07 09:15:00+05:30,2017-11-07 10:10:00+05:30,LONG,25655.5,25473.05,-182.45,-5473.5,-3.65,333973.5,222.65,0 days 00:55:00
SHORT,2017-11-07 10:10:00+05:30,2017-11-08 11:30:00+05:30,SHORT,25473.05,25402.15,70.9,2127.0,1.42,336100.5,224.07,1 days 01:20:00
LONG,2017-11-08 11:30:00+05:30,2017-11-08 14:15:00+05:30,LONG,25402.15,25245.75,-156.4,-4692.0,-3.13,331408.5,220.94,0 days 02:45:00
SHORT,2017-11-08 14:15:00+05:30,2017-11-09 09:15:00+05:30,SHORT,25245.75,25313.85,-68.1,-2043.0,-1.36,329365.5,219.58,0 days 19:00:00
LONG,2017-11-09 09:15:00+05:30,2017-11-09 12:25:00+05:30,LONG,25313.85,25203.65,-110.2,-3306.0,-2.2,326059.5,217.37,0 days 03:10:00
SHORT,2017-11-09 12:25:00+05:30,2017-11-09 15:15:00+05:30,SHORT,25203.65,25300.15,-96.5,-2895.0,-1.93,323164.5,215.44,0 days 02:50:00
LONG,2017-11-09 15:15:00+05:30,2017-11-10 14:30:00+05:30,LONG,25300.15,25394.75,94.6,2838.0,1.89,326002.5,217.34,0 days 23:15:00
SHORT,2017-11-10 14:30:00+05:30,2017-11-10 15:20:00+05:30,SHORT,25394.75,25572.7,-177.95,-5338.5,-3.56,320664.0,213.78,0 days 00:50:00
LONG,2017-11-10 15:20:00+05:30,2017-11-13 14:15:00+05:30,LONG,25572.7,25443.1,-129.6,-3888.0,-2.59,316776.0,211.18,2 days 22:55:00
SHORT,2017-11-13 14:15:00+05:30,2017-11-14 14:30:00+05:30,SHORT,25443.1,25395.35,47.75,1432.5,0.96,318208.5,212.14,1 days 00:15:00
LONG,2017-11-14 14:30:00+05:30,2017-11-15 09:20:00+05:30,LONG,25395.35,25227.25,-168.1,-5043.0,-3.36,313165.5,208.78,0 days 18:50:00
SHORT,2017-11-15 09:20:00+05:30,2017-11-15 13:10:00+05:30,SHORT,25227.25,25298.6,-71.35,-2140.5,-1.43,311025.0,207.35,0 days 03:50:00
LONG,2017-11-15 13:10:00+05:30,2017-11-15 14:20:00+05:30,LONG,25298.6,25201.5,-97.1,-2913.0,-1.94,308112.0,205.41,0 days 01:10:00
SHORT,2017-11-15 14:20:00+05:30,2017-11-16 09:15:00+05:30,SHORT,25201.5,25305.25,-103.75,-3112.5,-2.08,304999.5,203.33,0 days 18:55:00
LONG,2017-11-16 09:15:00+05:30,2017-11-17 14:45:00+05:30,LONG,25305.25,25782.65,477.4,14322.0,9.55,319321.5,212.88,1 days 05:30:00
SHORT,2017-11-17 14:45:00+05:30,2017-11-20 14:25:00+05:30,SHORT,25782.65,25773.45,9.2,276.0,0.18,319597.5,213.07,2 days 23:40:00
LONG,2017-11-20 14:25:00+05:30,2017-11-21 14:20:00+05:30,LONG,25773.45,25771.2,-2.25,-67.5,-0.04,319530.0,213.02,0 days 23:55:00
SHORT,2017-11-21 14:20:00+05:30,2017-11-22 12:35:00+05:30,SHORT,25771.2,25798.55,-27.35,-820.5,-0.55,318709.5,212.47,0 days 22:15:00
LONG,2017-11-22 12:35:00+05:30,2017-11-23 12:00:00+05:30,LONG,25798.55,25717.35,-81.2,-2436.0,-1.62,316273.5,210.85,0 days 23:25:00
SHORT,2017-11-23 12:00:00+05:30,2017-11-23 14:40:00+05:30,SHORT,25717.35,25734.65,-17.3,-519.0,-0.35,315754.5,210.5,0 days 02:40:00
LONG,2017-11-23 14:40:00+05:30,2017-11-27 09:15:00+05:30,LONG,25734.65,25695.9,-38.75,-1162.5,-0.78,314592.0,209.73,3 days 18:35:00
SHORT,2017-11-27 09:15:00+05:30,2017-11-27 14:20:00+05:30,SHORT,25695.9,25783.65,-87.75,-2632.5,-1.76,311959.5,207.97,0 days 05:05:00
LONG,2017-11-27 14:20:00+05:30,2017-11-28 13:55:00+05:30,LONG,25783.65,25851.35,67.7,2031.0,1.35,313990.5,209.33,0 days 23:35:00
SHORT,2017-11-28 13:55:00+05:30,2017-12-05 13:45:00+05:30,SHORT,25851.35,25045.55,805.8,24174.0,16.12,338164.5,225.44,6 days 23:50:00
LONG,2017-12-05 13:45:00+05:30,2017-12-06 09:55:00+05:30,LONG,25045.55,25030.4,-15.15,-454.5,-0.3,337710.0,225.14,0 days 20:10:00
SHORT,2017-12-06 09:55:00+05:30,2017-12-07 10:35:00+05:30,SHORT,25030.4,25025.55,4.85,145.5,0.1,337855.5,225.24,1 days 00:40:00
